# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/m38_p6/gencode.vM25.chr_patch_hapl_scaff.basic.annotation.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//counts/cpid_multireg_control_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_m38//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000110883.1	KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1	86451;86451;86451;86451;86597;100343;133674;133719;133800;144633;144633;144634;144634;144634;144634;144634;144634;144634;147060;147060;147060;147060;147060;147060;147060;147060;147060;147516;147516;147516;147516;147516;147516;147516;147516;147516;149265;149265;149265;149265;149265;149265;149265;149265;149265;149865;149865;149865;149865;149865;149865;149865;149865;149865;150755;150755;150755;150755;150755;150755;150755;150755;150755;152674;152674;152674;152674;152674;152674;152674;152674;152686;154226;154226;154226;154226;154226;154226;154226;154226;154226;155256;155256;155259;155259;155259;155259;155259;155259;155259;156447;156447;156447;156447;156447;156447;156447;156447;156447;158753;158753;158753;158753;158753;158753;158753;158753;158753;159292;159292;159292;159292;159292;159292;159292;159292;159292;159545;159545;159545;162620;162620;162620;162620	86695;86695;86695;86695;86695;100395;133870;133870;133870;144821;144821;144821;144821;144821;144821;144821;144821;144821;147142;147142;147142;147142;147142;147142;147142;147142;147142;147564;147564;147564;147564;147564;147564;147564;147564;147564;149399;149399;149399;149399;149399;149399;149399;149399;149399;149944;149944;149944;149944;149944;149944;149944;149944;149944;150916;150916;150916;150916;150916;150916;150916;150916;150916;152749;152749;152749;152749;152749;152749;152749;152749;152749;154354;154354;154354;154354;154354;154354;154354;154354;154354;155369;155369;155369;155369;155369;155369;155369;155369;155369;156632;156632;156632;156632;156632;156632;156632;156632;156632;158896;158896;158896;158896;158896;158896;158896;158896;158896;159456;159456;159456;165551;159456;165551;159456;159456;159456;165544;165551;165544;165551;165551;165544;165544	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8102	0	0
ENSMUSG00000111592.1	KV575235.1	176832	177176	-	345	0	0
ENSMUSG00000111579.1	KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1;KV575235.1	181674;181681;181695;182601;182601;182601;187908;187908;189014;189014;189014;189194;189194;189745;189745;190894;190894;190894;191500;191500;191500	182042;182042;182042;182939;182939;182939;188066;188066;189112;189112;189112;189316;189316;189798;189798;191093;191093;191093;191783;191780;191783	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1627	0	0
ENSMUSG00000116042.1	MG209_PATCH	196005	196077	+	73	0	0
ENSMUSG00000116235.1	MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH	219116;219116;221663;221663;222817;222817;224401;224401;228327;228327;229637;229637;231772;231772;232050;232050;234067;234067;242600;242600;246115;246115;253699;253699;258782;258782;263958;263958	220549;220549;221709;221709;222970;222970;224667;224667;228711;228711;229703;229703;231911;231911;232153;232153;234142;234142;242688;242688;246228;246228;253905;253905;258993;258993;264276;264276	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3615	0	0
ENSMUSG00000116070.1	MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH	273935;273939;274245;274245;277475;277475;277475;277475;277621;277621;277624;277624;280021;280021;280021;280021;280982;280982;280982;280982;282808;282808;282808;282808;283250;283250;283250;283250	274002;274002;274405;274405;277539;277539;277539;277539;277693;277693;277693;277693;280157;280157;280157;280157;281090;281090;281090;281090;282897;282897;282897;282897;283727;283726;283729;283727	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1183	0	0
ENSMUSG00000116266.1	MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH	290441;290452;294158;294158;296029;296029;296923	290744;290744;294307;294307;296149;297141;298015	+;+;+;+;+;+;+	2441	0	0
ENSMUSG00000116418.2	MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH	299606;300156;300596;305267	299868;300249;300745;305632	-;-;-;-	873	0	0
ENSMUSG00000118455.1	MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH;MG209_PATCH	299610;300156;300596;305267;318764;326835	299868;300249;300745;305494;318942;326928	-;-;-;-;-;-	1004	0	0
ENSMUSG00000116148.2	MG209_PATCH	315411	315785	+	375	0	0
ENSMUSG00000111475.1	KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1;KV575239.1	12550;13113;13430;13951;16348;16386;16432;16612;17579;17960;18500;31598;32240;32721;33696;34070;34271;34498;36114;36585;36895;37053;37443;38132;38455;38824;39081	12582;13207;13556;14094;16383;16430;16494;16851;17735;18091;18537;31631;32423;32937;33874;34139;34368;34529;36291;36689;36935;37175;37541;38260;38494;38950;39456	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3142	0	0
ENSMUSG00000107328.1	KQ030495.1	122328	122417	-	90	0	0
ENSMUSG00000111502.1	KQ030495.1;KQ030495.1	153958;154235	154230;154396	-;-	435	0	0
ENSMUSG00000107361.3	KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1;KQ030495.1	163920;163920;163920;167964;167964;167964;181218;181218;181218;185026;265503	164958;164958;164958;168117;168117;168117;181352;181361;181398;185116;265534	-;-;-;-;-;-;-;-;-;-;-	1497	0	0
ENSMUSG00000106809.1	KQ030495.1	274304	275134	+	831	0	0
ENSMUSG00000107119.1	KQ030495.1	303231	305163	-	1933	0	0
ENSMUSG00000106789.1	KQ030495.1	341095	341536	-	442	0	0
ENSMUSG00000116144.1	KQ030495.1;KQ030495.1;KQ030495.1	394889;395002;395775	394996;395772;395906	-;-;-	1011	0	0
ENSMUSG00000116497.1	KQ030495.1;KQ030495.1	397116;397144	397142;397404	-;-	288	0	0
ENSMUSG00000107236.1	KQ030495.1	432555	433348	-	794	0	0
ENSMUSG00000107080.1	KQ030495.1	452674	453733	-	1060	0	0
ENSMUSG00000111614.2	KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1	6020;54571;72594;84397;85416;86103;87948;88619;90687;92044	6090;54813;73091;84516;85562;86234;87983;88678;90815;92178	+;+;+;+;+;+;+;+;+;+	1571	0	0
ENSMUSG00000111677.1	KV575238.1;KV575238.1	84450;85894	84496;86289	-;-	443	0	0
ENSMUSG00000111393.1	KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1	129478;132724;132987;133636;133636;135339;135339;137083;137083;137238;137238;137871;137871;138334;138334;139645;139645;140144;140144;141299;141299;141947;141947;143217;143217;144379;144379	129638;133075;133075;133820;133820;135503;135503;137144;137144;137318;137318;137939;137939;138454;138454;139801;139801;140285;140285;141469;141469;142126;142126;143382;143382;145254;146181	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3815	0	0
ENSMUSG00000111536.1	KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1	147115;147115;148742;148742;162494;162494;162718;162718;164147;164147;164833;164833;165238;165238;165414;165414;166306;166306;168605;168605;184552;184552;231576;256689	147844;147844;148809;148809;162625;162625;162843;162843;164263;164263;164936;164936;165327;165327;165451;165451;166479;166479;168756;168756;184607;184607;231994;256784	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2302	0	0
ENSMUSG00000111784.1	KV575238.1	242673	242773	-	101	0	0
ENSMUSG00000111519.1	KV575238.1	255752	256668	-	917	0	0
ENSMUSG00000111011.1	KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1	256465;256749;257726;258152;258152;261705;261705;264871;264871;267066;267066;269478;269478;271397;271444;272121;273680;280347;282053;286097	256744;256829;257882;258436;258436;261835;261835;264929;264929;267218;267218;269838;269838;271543;271543;272485;273773;280465;282176;286456	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2716	0	0
ENSMUSG00000110798.1	KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1;KV575238.1	291959;291964;298247;298247;309949;309949	292120;292120;299942;299637;311452;310638	+;+;+;+;+;+	3362	0	0
ENSMUSG00000111790.1	KV575238.1;KV575238.1	336294;340250	340016;340342	-;-	3816	0	0
ENSMUSG00000115972.1	MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH	20876;20896;20896;20896;20988;20995;20995;23321;23326;23326;23326;23326;30053;30053;30053;30053;30053;30707;30707;30707;30707;30707;31202;31202;31202;31204;31204;32094;32094;32094;32094;32094;33863;33863;33863;33863;33863;34054;34054;34054;34054;34054;34858;34858;34858;34858;35860;35860;35860;35860;36276;36276;36276;36276;36541;36541;36541;36541;38034;39476;39476;39476;39476;39581;41655;41655;41655;41655;41655;42105;42105;42105;42105;42105;42372;42372;42372;42372;42372;42772;42772;42772;42772;42772;43225;43225;43225;43225;43225;43367;43367;43367;43367;43367	21084;20943;20943;20937;21084;21084;21084;23457;23457;23457;23457;23457;30142;30142;30142;30142;30142;30785;30787;30787;30785;30785;31260;31260;31260;31260;31260;32232;32232;32232;32232;32232;33967;33967;33967;33967;33967;34527;34250;34527;34527;34527;35570;35570;35570;35570;36033;36033;36033;36033;36366;36366;36366;36366;38211;38211;38211;38211;38211;39713;39713;39713;39713;39713;41814;41814;41814;41814;41814;42248;42248;42248;42248;42248;42460;42460;42460;42460;42460;42865;42865;42865;42865;42865;43276;43276;43276;43276;43276;44357;45289;45289;45289;45294	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6648	0	0
ENSMUSG00000116407.1	MG3490_PATCH	32024	32093	+	70	0	0
ENSMUSG00000116346.1	MG3490_PATCH	49973	50233	-	261	0	0
ENSMUSG00000116258.1	MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH	59357;61228;62099;62665;63150;63700;65405;66200;66456;66727;67128	59485;61311;62265;62848;63270;63827;65605;66339;66621;66823;67692	+;+;+;+;+;+;+;+;+;+;+	1982	0	0
ENSMUSG00000116252.1	MG3490_PATCH;MG3490_PATCH	71611;71611	73920;73920	-;-	2310	0	0
ENSMUSG00000116477.1	MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH;MG3490_PATCH	75827;75827;76788;76788;79477;79477;81604;81604;82051;82051;82877;82877;83789;83789;84011;84011;98360;98360	76269;76269;78927;78927;81483;81483;81779;81779;82192;82192;82978;82978;83887;83887;84066;84066;98414;98414	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5220	0	0
ENSMUSG00000110871.1	KV575234.1	77995	78441	+	447	0	0
ENSMUSG00000111628.3	KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1;KV575234.1	126397;126397;126397;126397;126397;127061;130206;130206;130206;130206;130206;130206;131159;131159;131159;131159;131159;131159;132968;132968;132968;132968;132968;132968;137004;137004;137004;137004;137004;137004;155878;186439;186439;186439;186439;186439;213490;213490;213490;213490;213490;219574;219574;219574;219574;219574;237597;237597;237597;237597;237597;238745;238745;244590;244590;244590;252357;261887;261887;261887;261887;266043;266043;266043;266043;267634;267634;267634;267634;267634;268638;268638;268638;268638;268638;272945;272945;272945;272945;272945;273017;273017;273017;273017;273017;273096;273096;273096;273096;273096;277044;277044;277044;277044;277044;277103;277103;277103;277103;277103;277194;277194;277194;277194;277194;281728;281728;281728;281728;281728;284691;284691;284691;284691;284691;288438;288438;288438;288438;288438;292157;292157;292157;292157;292157;293645;293645;293645;293645;293645;295591;295591;295591;295591;295591;342402;342402;342402;342402;342402;342799;342799;342799;342799;342799;342958;343007;343007;343007;343007;343007;347289;347289;347289;347289;347289;347289;361748;383745;401307;401307;402036;402036;402036;405368;405368;405374;405374;405374;405374;439415;439415;439415;439415;439415;439415;535933;535933;535933;535933;535933;535933;614564;614564;614564;614564;614564;614564	128786;128786;128786;128786;128786;128786;130345;130345;130345;130345;130345;130345;131260;131260;131260;131260;131260;131260;133080;133080;133080;133080;133080;133080;137142;137142;137142;137142;137142;137142;155951;186674;186674;186674;186674;186674;213656;213656;213656;213656;213656;219686;219686;219686;219686;219686;237709;237709;237709;237709;237709;238927;238927;244661;244661;244661;252440;261976;261976;261976;261976;266105;266105;266105;266105;267759;267759;267759;267759;267759;268794;268794;268794;268794;268794;273014;273014;273014;273014;273014;273094;273094;273094;273094;273094;273161;273161;273161;273161;273161;277100;277100;277100;277100;277100;277112;277112;277112;277112;277112;277324;277324;277324;277324;277324;281840;281840;281840;281840;281840;284737;284737;284737;284737;284737;288561;288561;288561;288561;288561;292256;292256;292256;292256;292256;293755;293755;293755;293755;293755;295655;295655;295655;295655;295655;342471;342471;342471;342471;342471;342799;342799;342799;342799;342799;343243;343243;343243;343243;343243;343243;347626;347626;347626;347626;347626;347626;361752;383751;401312;401312;402047;402047;402047;405587;405587;405587;405587;405587;405587;439483;439483;439483;439483;439483;439483;536013;536013;536013;536013;536013;536013;614997;614727;614727;614727;614727;614727	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6863	0	0
ENSMUSG00000111650.1	KV575234.1	549767	550568	+	802	0	0
ENSMUSG00000110971.2	KV575234.1;KV575234.1	573163;573163	573528;573528	-;-	366	0	0
ENSMUSG00000116085.1	KV575234.1;KV575234.1	681879;681910	681905;682494	-;-	612	0	0
ENSMUSG00000116105.1	MG3530_PATCH	7548	7648	-	101	0	0
ENSMUSG00000115942.1	MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH	38376;39528;41793;41793;43087;47257;47257;56784;56784	39853;39853;41833;41833;43133;47341;47341;56992;56867	-;-;-;-;-;-;-;-;-	1860	0	0
ENSMUSG00000116119.1	MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH	69093;121665;124446;189810;190042	69208;121755;124571;189911;190249	+;+;+;+;+	643	0	0
ENSMUSG00000115978.1	MG3530_PATCH	120490	120649	-	160	0	0
ENSMUSG00000116381.1	MG3530_PATCH;MG3530_PATCH	195212;195893	195295;196469	+;+	661	0	0
ENSMUSG00000116027.1	MG3530_PATCH;MG3530_PATCH;MG3530_PATCH	206964;210534;214252	207019;210768;214386	-;-;-	426	0	0
ENSMUSG00000116098.1	MG3530_PATCH	268075	269423	-	1349	0	0
ENSMUSG00000116458.1	MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH	309585;309586;309997;310399;311461;311461;311461	310105;309896;310105;310619;313904;313904;313904	+;+;+;+;+;+;+	3186	0	0
ENSMUSG00000116486.2	MG3530_PATCH	316227	320784	-	4558	0	0
ENSMUSG00000115897.1	MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH	340238;340734;340932;341603;343312	343705;341141;341141;341754;343675	-;-;-;-;-	3468	0	0
ENSMUSG00000116087.1	MG3530_PATCH	343758	345979	+	2222	0	0
ENSMUSG00000115881.1	MG3530_PATCH;MG3530_PATCH;MG3530_PATCH;MG3530_PATCH	347599;349832;354332;358064	347787;349973;354445;358103	+;+;+;+	485	0	0
ENSMUSG00000107186.1	KQ030485.1	89828	90029	+	202	0	0
ENSMUSG00000106886.1	KQ030485.1	95195	95483	+	289	0	0
ENSMUSG00000115933.1	KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1	112969;113626;114294;117605;117900	113532;114291;114353;117898;117977	+;+;+;+;+	1662	0	0
ENSMUSG00000107188.3	KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1	123380;123380;124311;124311;124422;124422;124631;124631;124631;124631;125073;125073;125073;125073;125821;125821;125821;125821;126653;126653;126653;127125;127125;127125;127125	123632;123632;124467;124467;124508;124467;124732;124732;124732;124732;125183;125183;125183;125183;125894;125894;125894;125894;126786;126786;126786;127278;127267;127272;127268	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1026	0	0
ENSMUSG00000106984.1	KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1;KQ030485.1	142696;143131;144032;144661;145107;145373	142794;143264;144104;144765;145208;145398	+;+;+;+;+;+	539	0	0
ENSMUSG00000107124.1	KQ030485.1	184742	184943	+	202	0	0
