# Program:featureCounts v1.6.3; Command:"featureCounts" "-s" "1" "--read2pos" "5" "-a" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/necessary_info/mm10/mm10.ensGene.gtf" "-o" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//counts/cpid_multireg_females_counts.txt" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam" "/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1787_R2.dedup.bam	/home2020/home/inci/mvernier/cpid_multireg_female/SMART-3SEQ-smk/code/output_control_mm10//dedup_bam/Ins-1788_R2.dedup.bam
ENSMUSG00000040466	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27447978;27448032;27448054;27452418;27452444;27459256;27459256;27459256;27459256;27459256;27459563;27459563;27459563;27459563;27462567;27462567;27462567;27462567;27465720;27465720;27465720	27448196;27448196;27448196;27452550;27452550;27459420;27459420;27459633;27459420;27459420;27459633;27459763;27459652;27459652;27462695;27462695;27462695;27462695;27465984;27465998;27466144	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1414	148	238
ENSMUSG00000082016	chr7	27469771	27470535	-	765	0	0
ENSMUSG00000055200	chr7;chr7	27473768;27476140	27473871;27477359	+;+	1324	31	45
ENSMUSG00000008384	chr7;chr7;chr7;chr7	27486910;27487375;27489253;27489253	27487078;27487485;27490316;27489507	+;+;+;+	1344	142	207
ENSMUSG00000053198	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27499324;27499324;27504533;27504533;27504665;27504665;27504880;27504880;27507801;27507806;27507947;27507947;27515251;27515251;27515251;27516040;27516040;27516040	27499365;27499365;27504576;27504576;27504763;27504763;27505006;27505006;27508103;27508103;27508103;27508103;27515447;27520214;27515447;27520034;27520041;27520214	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5579	1	0
ENSMUSG00000087371	chr7;chr7;chr7;chr7	27502718;27505272;27505995;27508074	27505080;27505452;27506114;27508122	-;-;-;-	2713	0	9
ENSMUSG00000040424	chr7;chr7;chr7;chr7;chr7;chr7;chr7	27523267;27527059;27528296;27528949;27528949;27530688;27530688	27523981;27528652;27528652;27529797;27529797;27531175;27531170	+;+;+;+;+;+;+	3646	4	15
ENSMUSG00000003363	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27532000;27532000;27532195;27532575;27532575;27532575;27533454;27533646;27533646;27535789;27535789;27535789;27537580;27537580;27537580;27539350;27539350;27539555;27539555;27539651;27541085;27541085;27541085;27541205;27541686;27541686;27541686;27541740;27541914;27541914;27541914;27541914;27541914;27542089;27542089;27542089;27542089;27542089;27542639;27542744;27542744;27542744;27542744;27542816;27545188;27545188;27545188;27549010;27552998;27552998;27552998;27552998;27552998	27532485;27532485;27532485;27532746;27532674;27532674;27533811;27533811;27533811;27535928;27535928;27535928;27537940;27537780;27537780;27539477;27539477;27539669;27539669;27539669;27541268;27541268;27541268;27541268;27541828;27541828;27541828;27541828;27541988;27541988;27541988;27541988;27541988;27542181;27542181;27542181;27542181;27542181;27542745;27542904;27542904;27542904;27542904;27542904;27545285;27545262;27545262;27549093;27553151;27553184;27553016;27553218;27553212	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2924	3058	4292
ENSMUSG00000049643	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27553233;27553267;27553270;27553286;27553730;27556414;27556414;27560476;27560497;27560552;27560552;27560552;27564486;27564486;27564486;27564486;27564486;27564660;27564660;27564660;27564660;27564660;27565647;27565647;27565647;27565647;27565647;27565658;27571564;27571564;27571564;27571564;27571564;27571564;27574467;27574591;27574591;27574591;27574591;27574591;27574591;27578713;27578713;27578713;27578713;27578713;27580337;27580337;27580337;27580337;27580337;27581351;27581351	27553353;27553353;27553353;27553353;27554071;27556534;27556534;27560603;27560603;27560603;27560603;27560603;27564573;27564573;27564573;27564573;27564573;27564774;27564774;27564774;27564774;27564774;27565728;27565728;27565728;27565728;27565728;27565728;27573327;27571748;27571701;27571701;27571701;27571701;27574501;27574740;27574740;27574740;27574740;27574718;27574740;27578783;27578783;27578783;27578783;27578783;27580634;27580420;27580691;27580691;27582099;27582094;27582099	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4780	157	216
ENSMUSG00000004056	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27591552;27591746;27592368;27592458;27593546;27596830;27605797;27605817;27605858;27607243;27607748;27608004;27608623;27608623;27608623;27608623;27608623;27608623;27608623;27608623;27608623;27608623;27608623;27608662;27615747;27616241;27616241;27616241;27616241;27616241;27616241;27616241;27616241;27616241;27616241;27616241;27618208;27618208;27618208;27618208;27618208;27618208;27618208;27618208;27618208;27618208;27618208;27628525;27628837;27628837;27628837;27628837;27628837;27628837;27628837;27628837;27628837;27629296;27629296;27629296;27629296;27629296;27629296;27629296;27629335;27632418;27632418;27632418;27632418;27632418;27632418;27632418;27632418;27633199;27633199;27633199;27633199;27633199;27633199;27633199;27633199;27634562;27634562;27634562;27634562;27634562;27634562;27636039;27636039;27636039;27636039;27636053;27636264;27636264;27636264;27636264;27636264;27636264;27636923;27636923;27636923;27636923;27636923;27636923;27637092;27637092;27637092;27637092;27637092;27637092;27638062;27638062;27638062;27638062;27638062;27639389	27591879;27591879;27592439;27592829;27593584;27597255;27605937;27605937;27605937;27607405;27607915;27608112;27608753;27608753;27608753;27608753;27608753;27608753;27608753;27608753;27608753;27608753;27608753;27608753;27616155;27616369;27616369;27616369;27616369;27616369;27616369;27616346;27616369;27616369;27616369;27616369;27618286;27618319;27618319;27618319;27618319;27618233;27618319;27618319;27618319;27618319;27618319;27628990;27628990;27628990;27628990;27628990;27628869;27628990;27628845;27628990;27628990;27629427;27629427;27629427;27629427;27629427;27629427;27629427;27629427;27632483;27632483;27632483;27632483;27632483;27632483;27632483;27632483;27633267;27633267;27633246;27633267;27633267;27633266;27633267;27633267;27634811;27634684;27634684;27634684;27634684;27634684;27636167;27636167;27636167;27636167;27636167;27636478;27636478;27636478;27636478;27636478;27636478;27637010;27637010;27637010;27637010;27637010;27637010;27637443;27637194;27637194;27637194;27637194;27637194;27638170;27639453;27639448;27639279;27640826;27639450	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7131	218	223
ENSMUSG00000007944	chr7;chr7;chr7	27653915;27654912;27655911	27654347;27655094;27656208	+;+;+	914	5067	6641
ENSMUSG00000040390	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27656375;27656664;27657697;27657852;27657852;27658830;27658830;27659021;27659021;27661535;27661535;27663225;27663225;27664158;27664180;27664398;27664398;27664950;27664950;27664950;27668148;27668349;27668349;27668349;27673343;27673343;27673343;27674221	27656986;27656986;27657702;27658532;27658532;27658942;27658942;27659174;27659174;27661651;27661651;27663471;27663471;27664573;27664573;27664573;27664573;27665098;27665107;27665098;27668529;27668529;27668529;27668529;27674598;27674581;27674594;27674357	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4142	914	1210
ENSMUSG00000057093	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27689340;27691215;27691913;27692477;27692482;27692502;27693482;27693482;27693482;27693482;27698653;27698653;27698653;27702380;27702380	27689486;27691295;27692534;27692534;27692534;27692534;27693608;27693692;27693608;27693608;27698751;27698994;27698751;27704067;27706484	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5508	78	99
ENSMUSG00000037640	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27731389;27731411;27731432;27731443;27731511;27732928;27736367;27736927;27736936;27736936;27736936;27736936;27736936;27736956;27738303;27738303;27738303;27738303;27738303;27738303;27738303;27738303;27738568;27740957;27740957;27740957;27740957;27740957;27740957;27748168;27748168;27748168;27748168;27748168	27731470;27731664;27731470;27731470;27731664;27733125;27736988;27736988;27736988;27736988;27736988;27736988;27736988;27736988;27738571;27738429;27738691;27738429;27738429;27738429;27738429;27738429;27738692;27741055;27741055;27741055;27741055;27742325;27741055;27750023;27750461;27748546;27748223;27753702	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8390	218	244
ENSMUSG00000030604	chr7;chr7;chr7	27810813;27817855;27818648	27810849;27818611;27818669	+;+;+	816	0	0
ENSMUSG00000078779	chr7;chr7;chr7;chr7	27842855;27844285;27846404;27853384	27842887;27844411;27846502;27855086	+;+;+;+	1962	3	1
ENSMUSG00000020420	chr7;chr7;chr7;chr7	27862557;27863389;27865570;27877766	27862589;27863515;27865668;27879567	+;+;+;+	2061	2	3
ENSMUSG00000070709	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27907392;27911996;27920159;27920697;27920697;27924033;27925753;27926007;27926284;27926284;27926284;27927401;27927401;27927401;27927401;27927401;27927401;27929295;27929295;27929295	27912261;27912261;27920795;27920795;27920795;27924597;27926410;27926410;27926410;27926410;27926410;27928022;27927453;27927453;27927458;27927511;27927453;27929430;27929460;27929430	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7518	27	30
ENSMUSG00000097455	chr7;chr7	27927724;27928771	27928089;27931003	+;+	2599	0	0
ENSMUSG00000074243	chr7	27949155	27949763	-	609	0	0
ENSMUSG00000063047	chr7;chr7;chr7;chr7	27962708;27971623;27973719;27974753	27964869;27971721;27973845;27975368	-;-;-;-	3004	2	5
ENSMUSG00000096916	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27984854;27984856;27988712;28005219;28005219;28007314;28007314;28008384;28008384;28012336;28014016	27990522;27985796;27990522;28005317;28005317;28007440;28007440;28008416;28008436;28012450;28014115	-;-;-;-;-;-;-;-;-;-;-	6163	60	41
ENSMUSG00000030603	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28041707;28041716;28041717;28042101;28042101;28042101;28042339;28042339;28042339;28042588;28042650;28042650;28042665;28042809;28042809;28042809;28042809;28042809;28046986;28046986;28046986;28046986;28046986;28047173;28047173;28047173;28047173;28047257;28047366;28047366;28047366;28048793;28048793;28048793;28049104;28049104;28049104;28049983;28049983;28049983	28041920;28041920;28041920;28042156;28042156;28042156;28042507;28042726;28042507;28042726;28042726;28042726;28042726;28042976;28042976;28042976;28042976;28042976;28047079;28047079;28047079;28047022;28047079;28047282;28047349;28047282;28047282;28047512;28047518;28047512;28047512;28048979;28048979;28048979;28049202;28049700;28049202;28050056;28050056;28050101	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2169	810	1173
ENSMUSG00000047730	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28071236;28071236;28071578;28071581;28071581;28075058;28075058;28075058;28084922;28084922;28084922;28086116;28086116;28089592;28089596;28091465;28091465;28093315;28093315;28094000;28094000;28094898;28094898;28100809;28101198;28101198;28102654;28102654;28102654;28103552;28103552;28103552;28104665;28104665;28104665;28106038;28106038;28106038;28106921;28106921;28106921;28113827;28113928;28113928;28113928;28115614;28117201;28117201;28117201;28117201;28117201;28120320;28120320;28120320;28120320;28120320;28120696;28120696;28120696;28120696;28120696	28071252;28071252;28071637;28071637;28071637;28075407;28075407;28075407;28088064;28085492;28085492;28086720;28086724;28090159;28090159;28092057;28092057;28093897;28093897;28094199;28094199;28095039;28095039;28101535;28101535;28101535;28103227;28103227;28103227;28104168;28104168;28104168;28105208;28105208;28105208;28106609;28106609;28106609;28107494;28107494;28107494;28114127;28114127;28114127;28114127;28115722;28117584;28117584;28117584;28117584;28117584;28120591;28120591;28120591;28120591;28120591;28120861;28120861;28120860;28120862;28120860	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10497	1	0
ENSMUSG00000078384	chr7	28099660	28102487	-	2828	0	0
ENSMUSG00000064793	chr7	28123254	28123359	+	106	0	0
ENSMUSG00000078776	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28129466;28129816;28129816;28129816;28129822;28131419;28131419;28131419;28131419;28137063;28137063;28137063;28137063;28139740;28139740;28139740;28142223;28142223;28142223;28143832;28143832;28146621;28146621;28147316;28147316;28150653;28150653;28152718;28152718;28153292;28153292;28154189;28154189;28155144;28155144;28156527;28156527;28157535;28157535;28159337;28159337;28162591;28162591;28164269;28164269;28164645;28164645	28129482;28129878;28129878;28129878;28129878;28131768;28131768;28131768;28131768;28137633;28137633;28141299;28137633;28140344;28140344;28140344;28142784;28143638;28142784;28144424;28144424;28147206;28147206;28147515;28147515;28150794;28150794;28153055;28153055;28153865;28153865;28154805;28154805;28155687;28155687;28157095;28157095;28158108;28158108;28159536;28159536;28162974;28162974;28164540;28164540;28164795;28164811	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11843	0	1
ENSMUSG00000046865	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28169748;28174504;28174785;28174984;28175855;28177143;28178205;28178898;28179131	28169818;28174686;28174892;28175078;28176025;28177275;28178317;28179043;28179269	+;+;+;+;+;+;+;+;+	1159	147	261
ENSMUSG00000002409	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28179469;28179494;28180266;28180316;28181509;28181509;28181509;28181509;28182361;28182361;28182361;28182361;28182579;28182579;28182579;28182579;28183064;28183064;28183064;28183064;28184241;28184241;28184241;28184241;28185068;28185068;28185068;28185068;28185296;28185296;28185296;28185296;28185714;28185714;28185714;28185834;28186362;28186362;28186362;28186362;28186552;28186552;28186552;28186552	28179640;28179640;28180426;28180426;28181672;28181672;28181672;28181672;28182480;28182480;28182480;28182480;28182767;28182767;28182767;28182767;28183211;28183211;28183211;28183211;28184527;28184527;28184527;28184527;28185214;28185214;28185214;28185214;28185436;28185436;28185436;28185436;28186029;28186029;28186029;28186029;28186468;28186468;28186468;28186468;28186943;28187294;28186923;28187294	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2695	38	75
ENSMUSG00000046058	chr7	28267881	28269272	+	1392	719	1153
ENSMUSG00000070705	chr7	28277706	28280129	+	2424	209	406
ENSMUSG00000046750	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28284652;28284652;28287060;28287906;28287906;28287906;28288122;28288122;28288122;28288301;28288301;28288471;28288471;28290255;28290323;28290323	28284763;28284763;28287244;28288042;28288042;28288042;28288182;28288196;28288196;28288354;28288354;28288495;28288495;28290266;28291134;28291186	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1464	0	0
ENSMUSG00000003436	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28293553;28293599;28294041;28294344;28294344;28296288;28298519;28298672;28298893;28298893;28300167;28300167;28301284;28301284;28301684	28293926;28294125;28294125;28294923;28294481;28296510;28298736;28298736;28299135;28299135;28300224;28300224;28301772;28301565;28302238	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2850	28	36
ENSMUSG00000003438	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28305516;28305824;28306423;28306423;28306428;28306822;28306822;28307553;28307553;28307745;28307745;28308148;28308354;28309506;28310079;28310217;28310296;28310296;28310869;28310869;28310869;28310914;28311712;28311925;28311925;28311925	28306030;28306030;28306664;28306529;28306529;28306978;28306978;28307651;28307651;28308018;28307849;28308267;28308412;28310100;28310100;28310327;28310327;28310327;28311019;28311019;28311019;28311019;28311939;28312056;28312037;28312072	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2684	267	437
ENSMUSG00000003435	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28314898;28315349;28315723;28316009;28316283;28316784;28316986;28317216;28317393;28317737;28318739;28318955;28319967;28320220;28322003;28322220;28322464;28323726;28323893;28325950;28328703;28329020;28329259;28329416;28329583;28330018;28330580;28331370;28338352;28338695	28315270;28315444;28315926;28316177;28316441;28316889;28317113;28317318;28317500;28317821;28318864;28319101;28320113;28320375;28322139;28322313;28322569;28323796;28323982;28326201;28328771;28329050;28329324;28329484;28329652;28330029;28330645;28331529;28338435;28338719	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3509	1007	1409
ENSMUSG00000037563	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28350652;28350763;28350924;28350992;28350992;28352177;28352177;28352177;28352363;28352363;28352494;28352494;28352494	28350851;28350851;28351093;28351093;28351093;28352410;28352273;28352273;28352410;28352410;28352696;28352696;28352696	+;+;+;+;+;+;+;+;+;+;+;+;+	807	1933	2634
ENSMUSG00000077711	chr7	28351508	28351632	+	125	0	0
ENSMUSG00000037552	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	28359604;28359605;28359605;28359605;28359605;28361092;28361808;28361808;28361808;28361808;28361808;28361808;28362826;28362826;28362826;28362826;28362826;28362826;28364004;28364298;28364298;28364298;28364298;28364298;28364471;28364471;28364471;28364471;28364471;28364471;28364585;28364585;28364585;28364585;28364585;28364725;28364725;28364725;28364725;28364725;28364725;28364917;28364917;28364917;28364917;28364917;28364917;28365282;28365282;28365282;28365282;28365282;28365282;28365453;28365453;28365453;28365453;28365453;28365453;28367635;28367635;28367635;28367635;28367635;28367974;28367974;28367974;28367974;28367974;28368291;28368291;28368291;28368291;28368291;28368410;28368679;28368679;28368679;28368679;28368679;28368679;28368821;28368821;28368821;28368821;28368821;28368821;28370061;28370061;28370061;28370061;28370061;28370061;28370081;28370238;28370238;28370238;28370238;28370238;28370238;28370238;28370416;28370878;28371115;28371115;28371115;28371115;28371115;28371115;28371115;28371115;28371637;28371637;28371860;28371860;28371860;28371860	28361261;28361261;28361261;28361261;28361261;28361261;28362708;28362708;28362708;28362708;28362708;28362708;28362999;28362999;28362999;28362999;28363341;28362999;28364314;28364314;28364314;28364314;28364314;28364314;28364509;28364509;28364509;28364509;28364632;28364509;28364632;28364632;28364632;28364632;28364632;28364826;28364826;28364826;28364826;28364826;28364826;28364950;28364950;28364950;28364950;28364950;28364950;28365368;28365368;28365368;28365368;28365368;28365368;28365492;28365545;28365545;28365545;28365545;28365545;28367835;28367835;28367835;28367835;28367835;28368111;28368111;28368111;28368111;28368111;28368441;28368441;28368441;28368441;28368441;28368441;28368725;28368725;28368725;28368725;28368725;28368725;28368887;28368887;28368887;28368887;28368887;28368887;28370161;28370161;28370161;28370161;28370161;28370161;28370161;28370497;28370497;28370494;28371042;28370494;28370494;28370497;28370497;28371042;28371508;28371245;28371245;28371245;28371245;28371245;28371574;28371245;28371727;28372599;28372080;28372577;28372494;28372233	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6797	29	28
